Jurisdiction,Year,Fuel,Unit,Quantity
SA,2015-16,Large-scale solar PV,GWh,2
SA,2015-16,Natural gas,GWh,4956.027
SA,2015-16,Oil products,GWh,136.165
SA,2015-16,Other,GWh,
SA,2015-16,Small-scale solar PV,GWh,895.45
SA,2015-16,Total,GWh,13082.417
SA,2015-16,Total non-renewable,GWh,7685.867
SA,2015-16,Total renewable,GWh,5396.55
SA,2015-16,Wind,GWh,4398.022
SA,2016-17,"Bagasse, wood",GWh,
SA,2016-17,Biogas,GWh,78.024
SA,2016-17,Black coal,GWh,
SA,2016-17,Brown coal,GWh,
SA,2016-17,Geothermal,GWh,
SA,2016-17,Hydro,GWh,3.451
SA,2016-17,Large-scale solar PV,GWh,3.925
SA,2016-17,Natural gas,GWh,6028.202
SA,2016-17,Oil products,GWh,183.118
SA,2016-17,Other,GWh,
SA,2016-17,Small-scale solar PV,GWh,1000.833
SA,2016-17,Total,GWh,11711.244
SA,2016-17,Total non-renewable,GWh,6211.32
SA,2016-17,Total renewable,GWh,5499.924
SA,2016-17,Wind,GWh,4413.692
SA,2017-18,"Bagasse, wood",GWh,
SA,2017-18,Biogas,GWh,73.952
SA,2017-18,Black coal,GWh,
SA,2017-18,Brown coal,GWh,
SA,2017-18,Geothermal,GWh,
SA,2017-18,Hydro,GWh,6.352
SA,2017-18,Large-scale solar PV,GWh,20.045
SA,2017-18,Natural gas,GWh,7753.197
SA,2017-18,Oil products,GWh,132.837
SA,2017-18,Other,GWh,
SA,2017-18,Small-scale solar PV,GWh,1163.369
SA,2017-18,Total,GWh,14823.649
SA,2017-18,Total non-renewable,GWh,7886.034
SA,2017-18,Total renewable,GWh,6937.615
SA,2017-18,Wind,GWh,5673.898
SA,2018-19,"Bagasse, wood",GWh,
SA,2018-19,Biogas,GWh,85.01
SA,2018-19,Black coal,GWh,
SA,2018-19,Brown coal,GWh,
SA,2018-19,Geothermal,GWh,
SA,2018-19,Hydro,GWh,8.803
SA,2018-19,Large-scale solar PV,GWh,321.329
SA,2018-19,Natural gas,GWh,7245.797
SA,2018-19,Oil products,GWh,163.034
SA,2018-19,Other,GWh,
SA,2018-19,Small-scale solar PV,GWh,1402.512
SA,2018-19,Total,GWh,14937.507
SA,2018-19,Total non-renewable,GWh,7408.831
SA,2018-19,Total renewable,GWh,7528.675
SA,2018-19,Wind,GWh,5711.02
SA,2019-20,"Bagasse, wood",GWh,
SA,2019-20,Biogas,GWh,97.446
SA,2019-20,Black coal,GWh,
SA,2019-20,Brown coal,GWh,
SA,2019-20,Geothermal,GWh,
SA,2019-20,Hydro,GWh,10.264
SA,2019-20,Large-scale solar PV,GWh,627.836
SA,2019-20,Natural gas,GWh,6614.008
SA,2019-20,Oil products,GWh,159.398
SA,2019-20,Other,GWh,
SA,2019-20,Small-scale solar PV,GWh,1717.581
SA,2019-20,Total,GWh,15039.445
SA,2019-20,Total non-renewable,GWh,6773.406
SA,2019-20,Total renewable,GWh,8266.039
SA,2019-20,Wind,GWh,5812.912
SA,2020-21,"Bagasse, wood",GWh,
SA,2020-21,Biogas,GWh,94.595
SA,2020-21,Black coal,GWh,
SA,2020-21,Brown coal,GWh,
SA,2020-21,Geothermal,GWh,
SA,2020-21,Hydro,GWh,3.455
SA,2020-21,Large-scale solar PV,GWh,884.33
SA,2020-21,Natural gas,GWh,5588.962
SA,2020-21,Oil products,GWh,126.725
SA,2020-21,Other,GWh,
SA,2020-21,Small-scale solar PV,GWh,2128.182
SA,2020-21,Total,GWh,14693.318
SA,2020-21,Total non-renewable,GWh,5715.687
SA,2020-21,Total renewable,GWh,8977.631
SA,2020-21,Wind,GWh,5867.068
SA,2021-22,"Bagasse, wood",GWh,
SA,2021-22,Biogas,GWh,94.582
SA,2021-22,Black coal,GWh,
SA,2021-22,Brown coal,GWh,
SA,2021-22,Geothermal,GWh,
SA,2021-22,Hydro,GWh,2.496
SA,2021-22,Large-scale solar PV,GWh,1096.66
SA,2021-22,Natural gas,GWh,4288.888
SA,2021-22,Oil products,GWh,217.975
SA,2021-22,Other,GWh,
SA,2021-22,Small-scale solar PV,GWh,2505.006
SA,2021-22,Total,GWh,14460.363
SA,2021-22,Total non-renewable,GWh,4506.864
SA,2021-22,Total renewable,GWh,9953.499
SA,2021-22,Wind,GWh,6254.756
TAS,2008-09,"Bagasse, wood",GWh,
TAS,2008-09,Biogas,GWh,25.1
TAS,2008-09,Black coal,GWh,
TAS,2008-09,Brown coal,GWh,
TAS,2008-09,Geothermal,GWh,
TAS,2008-09,Hydro,GWh,7313.6
TAS,2008-09,Large-scale solar PV,GWh,
TAS,2008-09,Natural gas,GWh,705.3
TAS,2008-09,Oil products,GWh,64.5
TAS,2008-09,Other,GWh,
TAS,2008-09,Small-scale solar PV,GWh,1.8
TAS,2008-09,Total,GWh,8597.2
TAS,2008-09,Total non-renewable,GWh,769.8
TAS,2008-09,Total renewable,GWh,7827.4
TAS,2008-09,Wind,GWh,486.9
TAS,2009-10,"Bagasse, wood",GWh,
TAS,2009-10,Biogas,GWh,29
TAS,2009-10,Black coal,GWh,
TAS,2009-10,Brown coal,GWh,
TAS,2009-10,Geothermal,GWh,
TAS,2009-10,Hydro,GWh,8307.2
TAS,2009-10,Large-scale solar PV,GWh,
TAS,2009-10,Natural gas,GWh,1109.8
TAS,2009-10,Oil products,GWh,73.9
TAS,2009-10,Other,GWh,
TAS,2009-10,Small-scale solar PV,GWh,5.6
TAS,2009-10,Total,GWh,10014.8
TAS,2009-10,Total non-renewable,GWh,1183.7
TAS,2009-10,Total renewable,GWh,8831.1
TAS,2009-10,Wind,GWh,489.3
TAS,2010-11,"Bagasse, wood",GWh,
TAS,2010-11,Biogas,GWh,29.9
TAS,2010-11,Black coal,GWh,
TAS,2010-11,Brown coal,GWh,
TAS,2010-11,Geothermal,GWh,
TAS,2010-11,Hydro,GWh,9451.5
TAS,2010-11,Large-scale solar PV,GWh,
TAS,2010-11,Natural gas,GWh,1506
TAS,2010-11,Oil products,GWh,94.9
TAS,2010-11,Other,GWh,
TAS,2010-11,Small-scale solar PV,GWh,11.6
TAS,2010-11,Total,GWh,11577.4
TAS,2010-11,Total non-renewable,GWh,1600.9
TAS,2010-11,Total renewable,GWh,9976.5
TAS,2010-11,Wind,GWh,483.5
TAS,2011-12,"Bagasse, wood",GWh,
TAS,2011-12,Biogas,GWh,33.3
TAS,2011-12,Black coal,GWh,
TAS,2011-12,Brown coal,GWh,
TAS,2011-12,Geothermal,GWh,
TAS,2011-12,Hydro,GWh,8515.5
TAS,2011-12,Large-scale solar PV,GWh,
TAS,2011-12,Natural gas,GWh,1562.7
TAS,2011-12,Oil products,GWh,60.5
TAS,2011-12,Other,GWh,
TAS,2011-12,Small-scale solar PV,GWh,22.7
TAS,2011-12,Total,GWh,10617.9
TAS,2011-12,Total non-renewable,GWh,1623.3
TAS,2011-12,Total renewable,GWh,8994.6
TAS,2011-12,Wind,GWh,423.1
TAS,2012-13,"Bagasse, wood",GWh,
TAS,2012-13,Biogas,GWh,33
TAS,2012-13,Black coal,GWh,
TAS,2012-13,Brown coal,GWh,
TAS,2012-13,Geothermal,GWh,
TAS,2012-13,Hydro,GWh,10766.4
TAS,2012-13,Large-scale solar PV,GWh,
TAS,2012-13,Natural gas,GWh,1752.5
TAS,2012-13,Oil products,GWh,12.1
TAS,2012-13,Other,GWh,26.8
TAS,2012-13,Small-scale solar PV,GWh,53.3
TAS,2012-13,Total,GWh,13121.6
TAS,2012-13,Total non-renewable,GWh,1791.4
TAS,2012-13,Total renewable,GWh,11330.2
TAS,2012-13,Wind,GWh,477.5
TAS,2013-14,"Bagasse, wood",GWh,
TAS,2013-14,Biogas,GWh,30.6
TAS,2013-14,Black coal,GWh,
TAS,2013-14,Brown coal,GWh,
TAS,2013-14,Geothermal,GWh,
TAS,2013-14,Hydro,GWh,12072.6
TAS,2013-14,Large-scale solar PV,GWh,0.04
TAS,2013-14,Natural gas,GWh,985
TAS,2013-14,Oil products,GWh,19.7
TAS,2013-14,Other,GWh,
TAS,2013-14,Small-scale solar PV,GWh,73.516
TAS,2013-14,Total,GWh,13999.456
TAS,2013-14,Total non-renewable,GWh,1004.7
TAS,2013-14,Total renewable,GWh,12994.756
TAS,2013-14,Wind,GWh,818
TAS,2014-15,"Bagasse, wood",GWh,
TAS,2014-15,Biogas,GWh,34.6
TAS,2014-15,Black coal,GWh,
TAS,2014-15,Brown coal,GWh,
TAS,2014-15,Geothermal,GWh,
TAS,2014-15,Hydro,GWh,8294.4
TAS,2014-15,Large-scale solar PV,GWh,0.04
TAS,2014-15,Natural gas,GWh,131.042
TAS,2014-15,Oil products,GWh,18.9
TAS,2014-15,Other,GWh,
TAS,2014-15,Small-scale solar PV,GWh,96.806
TAS,2014-15,Total,GWh,9630.888
TAS,2014-15,Total non-renewable,GWh,149.942
TAS,2014-15,Total renewable,GWh,9480.946
TAS,2014-15,Wind,GWh,1055.1
TAS,2015-16,"Bagasse, wood",GWh,
TAS,2015-16,Biogas,GWh,27.252
TAS,2015-16,Black coal,GWh,
TAS,2015-16,Brown coal,GWh,
TAS,2015-16,Geothermal,GWh,
TAS,2015-16,Hydro,GWh,8204.296
TAS,2015-16,Large-scale solar PV,GWh,0.039
TAS,2015-16,Natural gas,GWh,858.027
TAS,2015-16,Oil products,GWh,90.255
TAS,2015-16,Other,GWh,
TAS,2015-16,Small-scale solar PV,GWh,108.462
TAS,2015-16,Total,GWh,10344.328
TAS,2015-16,Total non-renewable,GWh,948.283
TAS,2015-16,Total renewable,GWh,9396.045
TAS,2015-16,Wind,GWh,1055.996
TAS,2016-17,"Bagasse, wood",GWh,
TAS,2016-17,Biogas,GWh,24.517
TAS,2016-17,Black coal,GWh,
TAS,2016-17,Brown coal,GWh,
TAS,2016-17,Geothermal,GWh,
TAS,2016-17,Hydro,GWh,8432.701
TAS,2016-17,Large-scale solar PV,GWh,0.296
TAS,2016-17,Natural gas,GWh,897.553
TAS,2016-17,Oil products,GWh,21.817
TAS,2016-17,Other,GWh,
TAS,2016-17,Small-scale solar PV,GWh,121.61
TAS,2016-17,Total,GWh,10603.27
TAS,2016-17,Total non-renewable,GWh,919.37
TAS,2016-17,Total renewable,GWh,9683.9
TAS,2016-17,Wind,GWh,1104.776
TAS,2017-18,"Bagasse, wood",GWh,
TAS,2017-18,Biogas,GWh,24.062
TAS,2017-18,Black coal,GWh,
TAS,2017-18,Brown coal,GWh,
TAS,2017-18,Geothermal,GWh,
TAS,2017-18,Hydro,GWh,9428.909
TAS,2017-18,Large-scale solar PV,GWh,0.556
TAS,2017-18,Natural gas,GWh,980.373
TAS,2017-18,Oil products,GWh,24.3
TAS,2017-18,Other,GWh,
TAS,2017-18,Small-scale solar PV,GWh,138.931
TAS,2017-18,Total,GWh,11744.921
TAS,2017-18,Total non-renewable,GWh,1004.673
TAS,2017-18,Total renewable,GWh,10740.248
TAS,2017-18,Wind,GWh,1147.79
TAS,2018-19,"Bagasse, wood",GWh,
TAS,2018-19,Biogas,GWh,27.004
TAS,2018-19,Black coal,GWh,
TAS,2018-19,Brown coal,GWh,
TAS,2018-19,Geothermal,GWh,
TAS,2018-19,Hydro,GWh,9821.077
TAS,2018-19,Large-scale solar PV,GWh,1.495
TAS,2018-19,Natural gas,GWh,619.786
TAS,2018-19,Oil products,GWh,19.27
TAS,2018-19,Other,GWh,
TAS,2018-19,Small-scale solar PV,GWh,161.79
TAS,2018-19,Total,GWh,11797.625
TAS,2018-19,Total non-renewable,GWh,639.056
TAS,2018-19,Total renewable,GWh,11158.569
TAS,2018-19,Wind,GWh,1147.203
TAS,2019-20,"Bagasse, wood",GWh,
TAS,2019-20,Biogas,GWh,30.883
TAS,2019-20,Black coal,GWh,
TAS,2019-20,Brown coal,GWh,
TAS,2019-20,Geothermal,GWh,
TAS,2019-20,Hydro,GWh,9878.333
TAS,2019-20,Large-scale solar PV,GWh,2.754
TAS,2019-20,Natural gas,GWh,196.631
TAS,2019-20,Oil products,GWh,20.682
TAS,2019-20,Other,GWh,
TAS,2019-20,Small-scale solar PV,GWh,187.173
TAS,2019-20,Total,GWh,11678.491
TAS,2019-20,Total non-renewable,GWh,217.312
TAS,2019-20,Total renewable,GWh,11461.179
TAS,2019-20,Wind,GWh,1362.035
TAS,2020-21,"Bagasse, wood",GWh,
TAS,2020-21,Biogas,GWh,31.774
TAS,2020-21,Black coal,GWh,
TAS,2020-21,Brown coal,GWh,
TAS,2020-21,Geothermal,GWh,
TAS,2020-21,Hydro,GWh,8301.873
TAS,2020-21,Large-scale solar PV,GWh,3.03
TAS,2020-21,Natural gas,GWh,186.131
TAS,2020-21,Oil products,GWh,19.835
TAS,2020-21,Other,GWh,
TAS,2020-21,Small-scale solar PV,GWh,218.629
TAS,2020-21,Total,GWh,10576.532
TAS,2020-21,Total non-renewable,GWh,205.966
TAS,2020-21,Total renewable,GWh,10370.566
TAS,2020-21,Wind,GWh,1815.259
TAS,2021-22,"Bagasse, wood",GWh,
TAS,2021-22,Biogas,GWh,32.976
TAS,2021-22,Black coal,GWh,
TAS,2021-22,Brown coal,GWh,
TAS,2021-22,Geothermal,GWh,
TAS,2021-22,Hydro,GWh,9709.625
TAS,2021-22,Large-scale solar PV,GWh,2.973
TAS,2021-22,Natural gas,GWh,174.762
TAS,2021-22,Oil products,GWh,10.676
TAS,2021-22,Other,GWh,
TAS,2021-22,Small-scale solar PV,GWh,255.501
TAS,2021-22,Total,GWh,11975.694
TAS,2021-22,Total non-renewable,GWh,185.438
TAS,2021-22,Total renewable,GWh,11790.255
TAS,2021-22,Wind,GWh,1789.181
VIC,2008-09,"Bagasse, wood",GWh,
VIC,2008-09,Biogas,GWh,292
VIC,2008-09,Black coal,GWh,
VIC,2008-09,Brown coal,GWh,52094
VIC,2008-09,Geothermal,GWh,
VIC,2008-09,Hydro,GWh,2234.523
VIC,2008-09,Large-scale solar PV,GWh,
VIC,2008-09,Natural gas,GWh,1451.9
VIC,2008-09,Oil products,GWh,20.4
VIC,2008-09,Other,GWh,61.1
VIC,2008-09,Small-scale solar PV,GWh,24.1
VIC,2008-09,Total,GWh,56751.023
VIC,2008-09,Total non-renewable,GWh,53627.4
VIC,2008-09,Total renewable,GWh,3123.623
VIC,2008-09,Wind,GWh,573
VIC,2009-10,"Bagasse, wood",GWh,
VIC,2009-10,Biogas,GWh,303.4
VIC,2009-10,Black coal,GWh,
VIC,2009-10,Brown coal,GWh,51541.7
VIC,2009-10,Geothermal,GWh,
VIC,2009-10,Hydro,GWh,1974.974
VIC,2009-10,Large-scale solar PV,GWh,
VIC,2009-10,Natural gas,GWh,1697.9
VIC,2009-10,Oil products,GWh,1.1
VIC,2009-10,Other,GWh,115.9
VIC,2009-10,Small-scale solar PV,GWh,66.2
VIC,2009-10,Total,GWh,57107.174
VIC,2009-10,Total non-renewable,GWh,53356.6
VIC,2009-10,Total renewable,GWh,3750.574
VIC,2009-10,Wind,GWh,1406
VIC,2010-11,"Bagasse, wood",GWh,
VIC,2010-11,Biogas,GWh,339.6
VIC,2010-11,Black coal,GWh,
VIC,2010-11,Brown coal,GWh,51066.5
VIC,2010-11,Geothermal,GWh,
VIC,2010-11,Hydro,GWh,3910.622
VIC,2010-11,Large-scale solar PV,GWh,
VIC,2010-11,Natural gas,GWh,1289.8
VIC,2010-11,Oil products,GWh,38.2
VIC,2010-11,Other,GWh,114.5
VIC,2010-11,Small-scale solar PV,GWh,205.5
VIC,2010-11,Total,GWh,58399.122
VIC,2010-11,Total non-renewable,GWh,52509
VIC,2010-11,Total renewable,GWh,5890.122
VIC,2010-11,Wind,GWh,1434.4
VIC,2011-12,"Bagasse, wood",GWh,187.106
VIC,2011-12,Biogas,GWh,672.241
VIC,2011-12,Black coal,GWh,
VIC,2011-12,Brown coal,GWh,52059.7
VIC,2011-12,Geothermal,GWh,
VIC,2011-12,Hydro,GWh,2393.275
VIC,2011-12,Large-scale solar PV,GWh,
VIC,2011-12,Natural gas,GWh,1142.5
VIC,2011-12,Oil products,GWh,4
VIC,2011-12,Other,GWh,
VIC,2011-12,Small-scale solar PV,GWh,378.7
VIC,2011-12,Total,GWh,58253.722
VIC,2011-12,Total non-renewable,GWh,53206.2
VIC,2011-12,Total renewable,GWh,5047.522
VIC,2011-12,Wind,GWh,1416.2
VIC,2012-13,"Bagasse, wood",GWh,171.14
VIC,2012-13,Biogas,GWh,673.96
VIC,2012-13,Black coal,GWh,
VIC,2012-13,Brown coal,GWh,45317.6
VIC,2012-13,Geothermal,GWh,
VIC,2012-13,Hydro,GWh,3293.811
VIC,2012-13,Large-scale solar PV,GWh,
VIC,2012-13,Natural gas,GWh,3247.7
VIC,2012-13,Oil products,GWh,10.7
VIC,2012-13,Other,GWh,
VIC,2012-13,Small-scale solar PV,GWh,580.1
VIC,2012-13,Total,GWh,55300.111
VIC,2012-13,Total non-renewable,GWh,48576
VIC,2012-13,Total renewable,GWh,6724.111
VIC,2012-13,Wind,GWh,2005.1
VIC,2013-14,"Bagasse, wood",GWh,188.787
VIC,2013-14,Biogas,GWh,698.103
VIC,2013-14,Black coal,GWh,
VIC,2013-14,Brown coal,GWh,43977.7
VIC,2013-14,Geothermal,GWh,
VIC,2013-14,Hydro,GWh,2594.991
VIC,2013-14,Large-scale solar PV,GWh,4.41
VIC,2013-14,Natural gas,GWh,3239.3
VIC,2013-14,Oil products,GWh,145.8
VIC,2013-14,Other,GWh,
VIC,2013-14,Small-scale solar PV,GWh,674.162
VIC,2013-14,Total,GWh,54295.153
VIC,2013-14,Total non-renewable,GWh,47362.8
VIC,2013-14,Total renewable,GWh,6932.353
VIC,2013-14,Wind,GWh,2771.9
VIC,2014-15,"Bagasse, wood",GWh,251.976
VIC,2014-15,Biogas,GWh,420.258
VIC,2014-15,Black coal,GWh,
VIC,2014-15,Brown coal,GWh,48336.8
VIC,2014-15,Geothermal,GWh,
VIC,2014-15,Hydro,GWh,2513.612
VIC,2014-15,Large-scale solar PV,GWh,9.066
VIC,2014-15,Natural gas,GWh,2390.927
VIC,2014-15,Oil products,GWh,155.95
VIC,2014-15,Other,GWh,
VIC,2014-15,Small-scale solar PV,GWh,874.831
VIC,2014-15,Total,GWh,58021.22
VIC,2014-15,Total non-renewable,GWh,50883.677
VIC,2014-15,Total renewable,GWh,7137.543
VIC,2014-15,Wind,GWh,3067.8
VIC,2015-16,"Bagasse, wood",GWh,235.392
VIC,2015-16,Biogas,GWh,512.312
VIC,2015-16,Black coal,GWh,
VIC,2015-16,Brown coal,GWh,46234.132
VIC,2015-16,Geothermal,GWh,
VIC,2015-16,Hydro,GWh,3228.452
VIC,2015-16,Large-scale solar PV,GWh,11.473
VIC,2015-16,Natural gas,GWh,1892.244
VIC,2015-16,Oil products,GWh,70.573
VIC,2015-16,Other,GWh,
VIC,2015-16,Small-scale solar PV,GWh,1056.128
VIC,2015-16,Total,GWh,56582.537
VIC,2015-16,Total non-renewable,GWh,48196.95
VIC,2015-16,Total renewable,GWh,8385.587
VIC,2015-16,Wind,GWh,3341.83
VIC,2016-17,"Bagasse, wood",GWh,263.355
VIC,2016-17,Biogas,GWh,431.106
VIC,2016-17,Black coal,GWh,
VIC,2016-17,Brown coal,GWh,43594.098
VIC,2016-17,Geothermal,GWh,
VIC,2016-17,Hydro,GWh,3673.259
VIC,2016-17,Large-scale solar PV,GWh,13.802
VIC,2016-17,Natural gas,GWh,2658.739
VIC,2016-17,Oil products,GWh,109.281
VIC,2016-17,Other,GWh,
VIC,2016-17,Small-scale solar PV,GWh,1231.72
VIC,2016-17,Total,GWh,55536.21
VIC,2016-17,Total non-renewable,GWh,46362.117
VIC,2016-17,Total renewable,GWh,9174.093
VIC,2016-17,Wind,GWh,3560.851
VIC,2017-18,"Bagasse, wood",GWh,241.012
VIC,2017-18,Biogas,GWh,460.192
VIC,2017-18,Black coal,GWh,
VIC,2017-18,Brown coal,GWh,36021.427
VIC,2017-18,Geothermal,GWh,
VIC,2017-18,Hydro,GWh,2803.107
VIC,2017-18,Large-scale solar PV,GWh,39.442
VIC,2017-18,Natural gas,GWh,3829.887
VIC,2017-18,Oil products,GWh,178.023
VIC,2017-18,Other,GWh,
VIC,2017-18,Small-scale solar PV,GWh,1481.194
VIC,2017-18,Total,GWh,49358.134
VIC,2017-18,Total non-renewable,GWh,40029.336
VIC,2017-18,Total renewable,GWh,9328.798
VIC,2017-18,Wind,GWh,4303.851
VIC,2018-19,"Bagasse, wood",GWh,235.469
VIC,2018-19,Biogas,GWh,497.644
VIC,2018-19,Black coal,GWh,
VIC,2018-19,Brown coal,GWh,34495.245
VIC,2018-19,Geothermal,GWh,
VIC,2018-19,Hydro,GWh,2702.802
VIC,2018-19,Large-scale solar PV,GWh,462.469
VIC,2018-19,Natural gas,GWh,3334.031
VIC,2018-19,Oil products,GWh,204.659
VIC,2018-19,Other,GWh,
VIC,2018-19,Small-scale solar PV,GWh,1899.952
VIC,2018-19,Total,GWh,48695.971
VIC,2018-19,Total non-renewable,GWh,38033.936
VIC,2018-19,Total renewable,GWh,10662.035
VIC,2018-19,Wind,GWh,4863.699
VIC,2019-20,"Bagasse, wood",GWh,243.797
VIC,2019-20,Biogas,GWh,535.728
VIC,2019-20,Black coal,GWh,
VIC,2019-20,Brown coal,GWh,33661.55
VIC,2019-20,Geothermal,GWh,
VIC,2019-20,Hydro,GWh,2310.836
VIC,2019-20,Large-scale solar PV,GWh,872.458
VIC,2019-20,Natural gas,GWh,3117.04
VIC,2019-20,Oil products,GWh,201.974
VIC,2019-20,Other,GWh,
VIC,2019-20,Small-scale solar PV,GWh,2457.27
VIC,2019-20,Total,GWh,48996.901
VIC,2019-20,Total non-renewable,GWh,36980.565
VIC,2019-20,Total renewable,GWh,12016.336
VIC,2019-20,Wind,GWh,5596.248
VIC,2020-21,"Bagasse, wood",GWh,229.67
VIC,2020-21,Biogas,GWh,499.303
VIC,2020-21,Black coal,GWh,
VIC,2020-21,Brown coal,GWh,34060.028
VIC,2020-21,Geothermal,GWh,
VIC,2020-21,Hydro,GWh,2851.962
VIC,2020-21,Large-scale solar PV,GWh,1455.53
VIC,2020-21,Natural gas,GWh,1956.916
VIC,2020-21,Oil products,GWh,179.068
VIC,2020-21,Other,GWh,
VIC,2020-21,Small-scale solar PV,GWh,3176.379
VIC,2020-21,Total,GWh,51489.48
VIC,2020-21,Total non-renewable,GWh,36196.013
VIC,2020-21,Total renewable,GWh,15293.467
VIC,2020-21,Wind,GWh,7080.623
VIC,2021-22,"Bagasse, wood",GWh,258.839
VIC,2021-22,Biogas,GWh,497.999
VIC,2021-22,Black coal,GWh,
VIC,2021-22,Brown coal,GWh,32515.636
VIC,2021-22,Geothermal,GWh,
VIC,2021-22,Hydro,GWh,2787.873
VIC,2021-22,Large-scale solar PV,GWh,1897.432
VIC,2021-22,Natural gas,GWh,2224.829
VIC,2021-22,Oil products,GWh,219.429
VIC,2021-22,Other,GWh,
VIC,2021-22,Small-scale solar PV,GWh,3941.958
VIC,2021-22,Total,GWh,53907.566
VIC,2021-22,Total non-renewable,GWh,34959.893
VIC,2021-22,Total renewable,GWh,18947.673
VIC,2021-22,Wind,GWh,9563.573
WA,2008-09,"Bagasse, wood",GWh,
WA,2008-09,Biogas,GWh,119.6
WA,2008-09,Black coal,GWh,8738
WA,2008-09,Brown coal,GWh,
WA,2008-09,Geothermal,GWh,
WA,2008-09,Hydro,GWh,na
WA,2008-09,Large-scale solar PV,GWh,
WA,2008-09,Natural gas,GWh,14556.1
WA,2008-09,Oil products,GWh,1464.4
WA,2008-09,Other,GWh,2153
WA,2008-09,Small-scale solar PV,GWh,18.7
WA,2008-09,Total,GWh,27724.9
WA,2008-09,Total non-renewable,GWh,26911.5
WA,2008-09,Total renewable,GWh,813.4
WA,2008-09,Wind,GWh,675.1
WA,2009-10,"Bagasse, wood",GWh,
WA,2009-10,Biogas,GWh,121.2
WA,2009-10,Black coal,GWh,9612.2
WA,2009-10,Brown coal,GWh,
WA,2009-10,Geothermal,GWh,
WA,2009-10,Hydro,GWh,na
WA,2009-10,Large-scale solar PV,GWh,
WA,2009-10,Natural gas,GWh,16006.3
WA,2009-10,Oil products,GWh,1373.4
WA,2009-10,Other,GWh,1017.8
WA,2009-10,Small-scale solar PV,GWh,57.5
WA,2009-10,Total,GWh,28852.4
WA,2009-10,Total non-renewable,GWh,28009.7
WA,2009-10,Total renewable,GWh,842.7
WA,2009-10,Wind,GWh,664
WA,2010-11,"Bagasse, wood",GWh,
WA,2010-11,Biogas,GWh,111.7
WA,2010-11,Black coal,GWh,10352.3
WA,2010-11,Brown coal,GWh,
WA,2010-11,Geothermal,GWh,
WA,2010-11,Hydro,GWh,na
WA,2010-11,Large-scale solar PV,GWh,
WA,2010-11,Natural gas,GWh,18115.7
WA,2010-11,Oil products,GWh,1413.8
WA,2010-11,Other,GWh,1029.4
WA,2010-11,Small-scale solar PV,GWh,198.1
WA,2010-11,Total,GWh,31940.2
WA,2010-11,Total non-renewable,GWh,30911.2
WA,2010-11,Total renewable,GWh,1029
WA,2010-11,Wind,GWh,719.3
WA,2011-12,"Bagasse, wood",GWh,
WA,2011-12,Biogas,GWh,125.7
WA,2011-12,Black coal,GWh,10783.3
WA,2011-12,Brown coal,GWh,
WA,2011-12,Geothermal,GWh,
WA,2011-12,Hydro,GWh,na
WA,2011-12,Large-scale solar PV,GWh,
WA,2011-12,Natural gas,GWh,17538.3
WA,2011-12,Oil products,GWh,1171.2
WA,2011-12,Other,GWh,1072.4
WA,2011-12,Small-scale solar PV,GWh,331.4
WA,2011-12,Total,GWh,32301
WA,2011-12,Total non-renewable,GWh,30565.2
WA,2011-12,Total renewable,GWh,1735.8
WA,2011-12,Wind,GWh,1278.7
WA,2012-13,"Bagasse, wood",GWh,
WA,2012-13,Biogas,GWh,108.3
WA,2012-13,Black coal,GWh,10276.9
WA,2012-13,Brown coal,GWh,
WA,2012-13,Geothermal,GWh,
WA,2012-13,Hydro,GWh,221.3
WA,2012-13,Large-scale solar PV,GWh,
WA,2012-13,Natural gas,GWh,17645.1
WA,2012-13,Oil products,GWh,2045
WA,2012-13,Other,GWh,1855.8
WA,2012-13,Small-scale solar PV,GWh,449.5
WA,2012-13,Total,GWh,33902.1
WA,2012-13,Total non-renewable,GWh,31822.8
WA,2012-13,Total renewable,GWh,2079.3
WA,2012-13,Wind,GWh,1300.2
WA,2013-14,"Bagasse, wood",GWh,
WA,2013-14,Biogas,GWh,124
WA,2013-14,Black coal,GWh,10885.3
WA,2013-14,Brown coal,GWh,
WA,2013-14,Geothermal,GWh,
WA,2013-14,Hydro,GWh,205.4
WA,2013-14,Large-scale solar PV,GWh,24.137
WA,2013-14,Natural gas,GWh,20880
WA,2013-14,Oil products,GWh,2486.1
WA,2013-14,Other,GWh,
WA,2013-14,Small-scale solar PV,GWh,495.849
WA,2013-14,Total,GWh,36679.587
WA,2013-14,Total non-renewable,GWh,34251.4
WA,2013-14,Total renewable,GWh,2428.187
WA,2013-14,Wind,GWh,1578.8
WA,2014-15,"Bagasse, wood",GWh,
WA,2014-15,Biogas,GWh,126.9
WA,2014-15,Black coal,GWh,10523.4
WA,2014-15,Brown coal,GWh,
WA,2014-15,Geothermal,GWh,
WA,2014-15,Hydro,GWh,206.1
WA,2014-15,Large-scale solar PV,GWh,23.884
WA,2014-15,Natural gas,GWh,20412.804
WA,2014-15,Oil products,GWh,4223.5
WA,2014-15,Other,GWh,
WA,2014-15,Small-scale solar PV,GWh,622.13
WA,2014-15,Total,GWh,37781.919
WA,2014-15,Total non-renewable,GWh,35159.704
WA,2014-15,Total renewable,GWh,2622.215
WA,2014-15,Wind,GWh,1643.2
WA,2015-16,"Bagasse, wood",GWh,
WA,2015-16,Biogas,GWh,94.55
WA,2015-16,Black coal,GWh,10912.688
